name,industry,type,founded,num_employees,revenue,operating_income,net_income,stock price,student_careers_url,pagerank
IronPort,Computer security,Division,-1,-1,-1,-1,-1,-1.00,https://www.cisco.com/c/en/us/about/careers/working-at-cisco/students-and-new-graduate-programs.html,-1.0
Iteris Inc.,,Public,2004,-1,114100000,-1,-1,4.27,https://www.iteris.com/careers,5.57
"ITKO (Interactive TKO, Inc.)","Computer software,Software testing,Service virtualization",Software,-1,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,-1.0
"Itron, Inc.",Technology,Public,-1,8000,2000000000,-1,-1,68.47,https://www.itron.com/company/who-we-are/careers,-1.0
Ivanti,IT Security and Systems Management Software,Private,-1,-1,-1,-1,-1,-1.00,https://www.ivanti.com/company/careers,-1.0
"ivi, Inc.",Electronic commerce,Private company,-1,-1,-1,-1,-1,-1.00,https://www.thevalueinitiative.org/careers/,-1.0
jKool,IT industry,Private,2014,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,-1.0
"JNBridge, LLC",Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
JW Player,,Private,2005,-1,-1,-1,-1,-1.00,https://www.jwplayer.com/careers/,6.47
"Jack Henry & Associates, Inc.",,Public,-1,0,1540000000,392370000,376660000,153.66,https://careers.jackhenry.com/,-1.0
Jadu,"Software industry,Software",Private limited company by shares,-1,-1,-1,-1,-1,-1.00,https://www.jadu.net/careers,-1.0
Janrain,,,-1,120,14300000,-1,-1,-1.00,https://www.akamai.com/us/en/about/careers/,6.47
JanusVR,,Private,-1,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,5.46
Jive,,,-1,-1,-1,-1,-1,-1.00,https://www.jivesoftware.com/company/,5.82
"Jobvite, Inc.",Software,Private,-1,450,-1,-1,-1,-1.00,https://jobs.jobvite.com/logitech/,-1.0
"John Galt Solutions, Inc.","Supply Chain Management,Enterprise Software",Private company,-1,0,-1,-1,-1,-1.00,https://johngalt.com/careers/,-1.0
"JotForm, Inc.",Technology,Private,2006,250,-1,-1,-1,-1.00,https://www.jotform.com/form-templates/gnhs-work-study,6.77
'''JouleX''',"Energy management,Energy Management",Division,-1,25,-1,-1,-1,-1.00,,-1.0
July Systems,"Business analysis,Software,Location-based service",,2001,-1,-1,-1,-1,-1.00,https://www.naukri.com/july-systems-jobs-careers-541631,4.97
JumpSoft Inc,Computer Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Jungo Connectivity Ltd.,Automotive IVI Multimedia Middleware Driver Development Embedded USB Stacks,Private,-1,-1,-1,-1,-1,-1.00,https://www.jungo.com/st/jc/jobs/,-1.0
"Juniper Networks, Inc.",Networking hardware,Public,-1,9400,4410000000,848000000,-1,20.51,https://careers.juniper.net/,6.24
"Justin.tv, Inc.",,,-1,-1,-1,-1,-1,-1.00,https://www.twitch.tv/jobs/,-1.0
KXEN,,,-1,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,4.83
"Kadenze, Inc.",,Online education,-1,-1,-1,-1,-1,-1.00,https://www.kadenze.com/courses/careers-in-media-technology/info,-1.0
Kaltura,Internet Video,Privately held,-1,450,-1,-1,-1,-1.00,https://corp.kaltura.com/company/careers/,-1.0
Kamakura Corporation,Software,Closely held private company,-1,-1,-1,-1,-1,-1.00,http://www.kamakuraco.com/company/careers.aspx,-1.0
"KANA Software, Inc.","Software,Computer software,Customer Service Management,Customer service management software,Customer relationship management,Customer relationship management software",Subsidiary,-1,350,100000000,-1,-1,-1.00,https://www.zippia.com/kana-software-careers-28371/,-1.0
Kanjoya Inc.,"Human Capital Management,Sentiment Analysis",Privately Held Company,2006,-1,-1,-1,-1,-1.00,,-1.0
Kareo,,Private,-1,-1,-1,-1,-1,-1.00,https://www.kareo.com/careers,-1.0
Keap,"Small business,customer relationship management,Email marketing,E-commerce",Private,-1,650,100000000,-1,-1,-1.00,https://careers.state.gov/,-1.0
Kemp,Technology,Private,-1,-1,-1,-1,-1,-1.00,https://kemptechnologies.com/life/,-1.0
Kenandy Inc.,"Enterprise resource planning,Cloud computing",,2010,-1,-1,-1,-1,-1.00,https://www.kenandy.com/careers/,5.19
"Kerio Technologies, Inc.","Information technology,Software,Network security",Private,-1,200,-1,-1,-1,-1.00,http://www.kerio.com/company/careers,5.56
KeyedIn Solutions,Software,,-1,-1,-1,-1,-1,-1.00,https://www.keyedin.com/company/careers/,-1.0
Keynote Systems,"Software,Computer software",Private,-1,-1,-1,-1,-1,-1.00,"https://www.indeed.com/cmp/Keynote-Systems,-Inc.-1",-1.0
Kinetic theTechnologyAgency,Software,Private,-1,-1,-1,-1,-1,-1.00,https://kineticww.com/us/careers/,-1.0
Kinetica,,,-1,-1,-1,-1,-1,-1.00,https://www.kinetica.com/careers/,5.13
Kineto Wireless,"Mobile Telecommunications,Software and hardware",Private,-1,-1,-1,-1,-1,-1.00,https://www.indeed.com/cmp/Kineto-Wireless,-1.0
Kinoma,Software engineering,Private,-1,15,-1,-1,-1,-1.00,https://www.marvell.com/company/newsroom/marvells-kinoma-create-the-javascript-powered-iot-construction-kit-gives-developers-a-connected-device-prototyping-platform-for-the-modern-era.html,-1.0
Kiswe,"Video production,sports media,broadcasting",Private,-1,-1,-1,-1,-1,-1.00,https://www.kiswe.com/pages/careers,-1.0
"Knewton, Inc.",Education Technology,Private,-1,150,-1,-1,-1,-1.00,https://www.knewton.com/,-1.0
Knight Security Systems,Security,Private,-1,-1,-1,-1,-1,-1.00,https://knightsecurity.com/company/careers,-1.0
"Kno, Inc.",E-learning,Subsidiary of ,-1,-1,-1,-1,-1,-1.00,,-1.0
Knoa Software,"Software,Information Technology",Private,-1,-1,-1,-1,-1,-1.00,https://www.knoa.com/careers/,-1.0
Knowland,web-based software,,-1,-1,-1,-1,-1,-1.00,https://www.knowland.com/careers/,4.82
Kofax Inc.,Computer software,Subsidiary,-1,1381,100000000,-1,-1,-1.00,https://www.kofax.com/About/our-company/careers,-1.0
Koombea,Software development mobile development IoT,Private,-1,-1,-1,-1,-1,-1.00,https://www.koombea.com/careers/,5.26
Kronos Incorporated,,Private,1977,6000,1433000000,-1,-1,-1.00,https://www.kronos.com/about-us/careers,-1.0
Kulabyte Corporation,"Video,encoding,technology",Acquired by ,-1,-1,-1,-1,-1,-1.00,,-1.0
Kurzweil Education (formerly Kurzweil Educational Systems),Assistive Technology Software,software,-1,-1,-1,-1,-1,-1.00,https://www.kurzweiledu.com/about-kurzweil/careers.html,-1.0
Kx Systems,Software,Private,1993,-1,-1,-1,-1,-1.00,https://kx.com/about/careers/,5.8
"LEAD Technologies, inc.","Computer services,Software services",Private,-1,-1,-1,-1,-1,-1.00,https://www.leadtools.com/corporate/careers,-1.0
LECO Corporation,,,-1,-1,-1,-1,-1,-1.00,https://www.leco.com/about-us/employment,-1.0
LSS Data Systems,Electronic Health Records,Private,-1,200,-1,-1,-1,-1.00,https://www.adsc.com/careers,-1.0
LabWare,Software,,-1,-1,-1,-1,-1,-1.00,https://www.accenture.com/us-en/careers/jobdetails?id=00830723_en,-1.0
Lagan Technologies,Government CRM,Private,-1,300,-1,-1,-1,-1.00,https://www.langan.com/careers,-1.0
Language Computer Corporation,"Software,Research and development,Natural Language Processing",Private,-1,12,-1,-1,-1,-1.00,http://www.languagecomputer.com/careers.html,-1.0
Latigent LLC,"Business Intelligence,software and services",Division,-1,-1,-1,-1,-1,-1.00,,-1.0
"Lattice Engines, Inc.",Internet Marketing,Private,-1,-1,-1,-1,-1,-1.00,https://www.lattice-engines.com/about-us/careers,-1.0
Lavastorm,"Analytics,Business Intelligence,Web development",Private,-1,-1,-1,-1,-1,-1.00,https://www.tableau.com/about/blog/Lavastorm-Analytics,-1.0
"Leadspace, Inc.",Software as a service,Private,-1,-1,-1,-1,-1,-1.00,https://www.leadspace.com/careers/,-1.0
Learn.com Inc.,Computer Software,Private,-1,-1,-1,-1,-1,-1.00,https://www.learning.com/about/careers/,-1.0
Learning Tree International,Corporate Training,,1974,-1,-1,-1,-1,-1.00,https://www.learningtree.com/careers/,5.48
Letgo,"Marketplace,Application software",Online classifieds,-1,-1,-1,-1,-1,-1.00,https://we.letgo.com/careers,-1.0
Lever,,,2012,-1,-1,-1,-1,-1.00,https://www.lever.co/careers/,-1.0
"Levi, Ray & Shoup, Inc.",Computer software,Privately held,-1,630,-1,-1,-1,-1.00,https://jobs.lrs.com/,-1.0
"LightSurf Technologies, Inc.",Wireless,"1998-2005: Private<br/>
2005-2009: Subsidiary of ",-1,-1,-1,-1,-1,-1.00,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,-1.0
Lightspeed Systems,,,-1,-1,-1,-1,-1,-1.00,https://www.lightspeedsystems.com/company/careers/,-1.0
Limnu,,,-1,-1,-1,-1,-1,-1.00,https://limnu.com/,4.87
"LinguaSys, Inc.",software,,2010,-1,-1,-1,-1,-1.00,https://joinhandshake.com/,-1.0
Linkabit,technology,,1986,-1,-1,-1,-1,-1.00,http://www2.l3t.com/linkabit/careers/redesign.htm,-1.0
"Lionbridge Technologies, Inc.","Language localization,Software testing,E-learning",Privately held company,-1,6000,-1,-1,-1,-1.00,https://www.lionbridge.com/join-our-team/,-1.0
LiquidPlanner,,,-1,-1,-1,-1,-1,-1.00,https://www.liquidplanner.com/blog/category/careers/,5.94
Ramallah,,Municipality type A (City),-1,-1,-1,-1,-1,-1.00,https://careerservices.upenn.edu/,-1.0
"LivePerson, Inc.",Internet,,-1,1341,291600000,-1,-1,-1.00,https://www.liveperson.com/company/careers/,-1.0
"LiveRamp Holdings, Inc.","Data connectivity,Data onboarding,Identity resolution",Public,-1,-1,-1,-1,-1,71.44,https://liveramp.com/careers/new-grads-and-internships/,-1.0
LiveText Inc.,Computer software,Incorporation,-1,-1,-1,-1,-1,-1.00,https://www.livetext.com/,-1.0
Livefyre,,Hosted ,-1,-1,-1,-1,-1,-1.00,https://www.adobe.com/careers.html,-1.0
"Livescribe, Inc.",,Private,-1,100,-1,-1,-1,-1.00,https://www.livescribe.com/jobs/,-1.0
Local Matters,software,Privately held company,2005,-1,-1,-1,-1,-1.00,https://www.local-matters.org/jobs-internships,-1.0
"Lockpath, Inc",Security Management Governance Risk Compliance,Subsidiary of Navex Global,-1,-1,-1,-1,-1,-1.00,https://www.crowe.com/careers/students,-1.0
Locus Technologies,Enterprise software,Private,-1,-1,-1,-1,-1,-1.00,https://www.locustec.com/company/careers/,-1.0
LogDNA,Enterprise software,Private,-1,-1,-1,-1,-1,-1.00,https://logdna.com/culture-and-career/,-1.0
"LogMeIn, Inc.","software,Computer software",Private,2003,0,1262000000,-1,-1,-1.00,https://www.logmeininc.com/careers,-1.0
Loggly,"Computer software,Enterprise software,log management and intelligence",Subsidiary,-1,-1,-1,-1,-1,-1.00,https://www.loggly.com/about/careers/,-1.0
"Logi Analytics, Inc","Business Intelligence,Business Analytics,Data discovery,Embedded analytics","Privately owned, Venture Capital funded",-1,-1,-1,-1,-1,-1.00,https://www.logianalytics.com/company/careers/,-1.0
Looker,"Computer software,Enterprise Software",Privately held company,-1,500,-1,-1,-1,-1.00,https://looker.com/blog/interns-of-looker,-1.0
Looksery,"Software,Photography",Subsidiary,-1,45,-1,-1,-1,-1.00,https://joinhandshake.com/,-1.0
Lotus Software,Computer software,Subsidiary,-1,-1,-1,-1,-1,-1.00,https://www.lotuscars.com/en-US/jobs-and-careers-at-lotus,-1.0
LucidEra,On-demand software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Lucidworks Inc.,"Enterprise search,Internet search,Information technology,Information access,Open source software",Private,-1,200,-1,-1,-1,-1.00,https://lucidworks.com/careers/opportunities/,-1.0
LumenVox,Telecommunications,Private,-1,-1,-1,-1,-1,-1.00,https://www.lumenvox.com/careers/,-1.0
Ivanti,IT Security and Systems Management Software,Private,-1,-1,-1,-1,-1,-1.00,https://www.dhs.gov/homeland-security-careers/student-and-recent-grads,-1.0
"Luminex Software, Inc.",Mainframe connectivity storage and data protection,,-1,-1,-1,-1,-1,-1.00,https://www.luminexcorp.com/open-positions/,-1.0
LunarG,"Software industry,computer graphics",,2009,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,5.26
MODO (software),,,-1,-1,-1,-1,-1,-1.00,,-1.0
"Lynx Software Technologies, Inc",Embedded software,Private,-1,-1,-1,-1,-1,-1.00,https://www.lynx.com/careers,-1.0
"M3D, LLC",Digital printing,Private,-1,25,-1,-1,-1,-1.00,https://careers.stratasys.com/,-1.0
mLab,Software Cloud Databases,,-1,-1,-1,-1,-1,-1.00,https://mlab.com/,-1.0
"MRI Software, LLC","Software,Cloud computing,Professional Services",Private,-1,2000,-1,-1,-1,-1.00,https://www.mrisoftware.com/about/careers/,-1.0
MadCap Software,Computer software,Private,-1,-1,-1,-1,-1,-1.00,https://www.madcapsoftware.com/company/careers/,-1.0
Magaya Corporation,"Software,for the,Logistics,Logistics Industry",,2001,-1,-1,-1,-1,-1.00,https://www.magaya.com/careers/,-1.0
Magento,,,-1,-1,-1,-1,-1,-1.00,https://www.adobe.com/careers.html,6.32
Magic Bytes LLC,"Software development,industry,Video game industry",Privately held company,2017,-1,-1,-1,-1,-1.00,https://byteback.org/careers/,-1.0
"Magic Leap, Inc.",,,-1,-1,-1,-1,-1,-1.00,https://www.magicleap.com/careers,-1.0
"Magic Solutions, Inc.",Computer software,Private,-1,-1,-1,-1,-1,-1.00,https://www.magicleap.com/careers,-1.0
"Magoosh, Inc.","Education,Internet",Educational Technology,-1,-1,-1,-1,-1,-1.00,https://magoosh.com/careers/,-1.0
MailRoute Inc.,software,privately held,2003,-1,-1,-1,-1,-1.00,https://www.wayup.com/,-1.0
Malwarebytes Inc.,"Software,Computer software,Computer security software,Security software",Privately held company,2008,800,-1,-1,-1,-1.00,https://jobs.malwarebytes.com/,-1.0
Manomio,"retro gaming,software",,2008,-1,-1,-1,-1,-1.00,,-1.0
"MapR Technologies, Inc.",Business software,,-1,-1,-1,-1,-1,-1.00,https://mapr.agency/careers/,5.81
Maponics,Location-based Data,Privately held company,-1,-1,-1,-1,-1,-1.00,,-1.0
Marathon Technologies,Software,Private,-1,-1,-1,-1,-1,-1.00,https://www.marathonpetroleum.com/Jobs/,-1.0
Marin Software,"SaaS,Online advertising",Public,-1,500,58600000,-1,-1,2.59,https://www.marinsoftware.com/about-us/careers/current-openings,-1.0
"Mariner Software, Inc.",Computer software,Private,-1,-1,-1,-1,-1,-1.00,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,-1.0
MarkLogic Corporation,Software,Private,2001,-1,-1,-1,-1,-1.00,https://www.marklogic.com/company/careers/,-1.0
"Marketo, Inc.",Marketing software,Subsidiary,-1,-1,-1,-1,-1,-1.00,https://www.marketo.com/education/,-1.0
MartianCraft,Software,Private,-1,51,-1,-1,-1,-1.00,https://martiancraft.com/careers.html,5.76
Masergy Communications,Software,,-1,700,300000000,-1,-1,-1.00,https://www.masergy.com/careers,5.44
MassTransit Enterprise,,,-1,-1,-1,-1,-1,-1.00,https://careers.enterprise.com/internships,5.14
CNC Software/Mastercam,,,-1,-1,-1,-1,-1,-1.00,https://www.mastercam.com/company/careers/,4.72
"The MathWorks, Inc.",Mathematical computing software,Private,-1,5000,1050000000,-1,-1,-1.00,https://www.mathworks.com/company/jobs/students.html,6.35
Mathsoft,,,-1,-1,-1,-1,-1,-1.00,,-1.0
"Matroid, Inc.",Computer Vision,Private,-1,-1,-1,-1,-1,-1.00,https://angel.co/company/matroid,-1.0
Mavenir,Telecommunications software,Private,-1,3300,-1,-1,-1,-1.00,https://jindal.utdallas.edu/internship-stories/1599,-1.0
"Maverick Technologies Holdings, LLC",Automation,LLC,-1,500,-1,-1,-1,-1.00,https://www.mavtechglobal.com/careers/university-recruitment/internship/,-1.0
McAfee Corp.,Computer software,Public,-1,6768,2600000000,-1,-1,22.98,https://careers.mcafee.com/,-1.0
"McLane Advanced Technologies, LLC",Information Technology,Private,-1,-1,-1,-1,-1,-1.00,https://mclaneat.com/careers/,-1.0
"Medallia, Inc.",Customer Experience,Public,-1,1500,-1,-1,-1,29.67,https://www.medallia.com/careers/,-1.0
"MedAssets, Inc",Health Care Technology,Public,-1,3400,-1,-1,-1,110.34,https://www.nthrive.com/careers/,-1.0
MediNotes Corporation,"Electronic medical records,computer software,publishing",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"MediaDefender, Inc.",Copyright enforcement,,-1,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,-1.0
"Mediapolis, Inc.",Web engineering,,-1,-1,-1,-1,-1,-1.00,http://www.meposchools.org/programs/mediapolis-community-school-counseling-offices/high-school-counseling/financial-aid-and-scholarship-information/list-of-scholarships-currently-available-in-the-counseling-office/,-1.0
"Medidata Solutions, Inc.","Clinical development,technology,Computer software,Software as a service",Private,-1,1998,636000000,-1,-1,-1.00,https://www.medidata.com/en/careers/,5.22
"Medical Information Technology, Inc.",Health informatics,Private company,-1,-1,493800000,-1,-1,-1.00,https://ehr.meditech.com/careers/college-to-career,-1.0
Meebo,,,2005,-1,-1,-1,-1,-1.00,,-1.0
Meridian Knowledge Solutions,Software,Private,-1,200,-1,-1,-1,-1.00,https://www.meridianks.com/careers/,-1.0
Meridian Systems,Computer software,Wholly owned subsidiary,-1,-1,-1,-1,-1,-1.00,https://meridiancc.edu/programs/student_support/career_testing_center/job_openings/index.html,-1.0
"Merrick Systems, Inc.","Energy,Software",Incorporated,-1,50,-1,-1,-1,-1.00,https://www.merrick.com/careers/,-1.0
Meta SaaS,Software,Private,-1,-1,-1,-1,-1,-1.00,https://angel.co/company/metasaas/jobs?src=rec,-1.0
MetaCarta,,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
MetaCreations,,Software Developer,-1,-1,-1,-1,-1,-1.00,,-1.0
"MetaMatrix, Inc.",Software,Private,-1,97,-1,-1,-1,-1.00,https://metametricsinc.com/about-us/careers/,-1.0
Metalogix Software,Computer software,Privately held company,-1,-1,-1,-1,-1,-1.00,https://www.indeed.com/cmp/Metalogix-Software-Corporation/reviews,-1.0
Metreos Corporation,"Computer software,Internet telephony",Subsidiary,-1,-1,-1,-1,-1,-1.00,https://www.mckinsey.com/careers/students,-1.0
Mformation Software Technologies LLC.,"Internet of Things,Device Management",Acquired by ,-1,-1,-1,-1,-1,-1.00,https://www.bls.gov/k12/students/,-1.0
Mi-Case,software,,2006,-1,-1,-1,-1,-1.00,https://courts.michigan.gov/Administration/jobs/Pages/default.aspx,3.46
Mi9 Retail,Computer software,Private,-1,-1,-1,-1,-1,-1.00,https://mi9retail.com/about-us/careers/,-1.0
MiMedia,,,-1,-1,-1,-1,-1,-1.00,https://angel.co/company/mimedia/jobs,5.26
MicroStrategy Incorporated,"Business intelligence,and mobile software",Public,-1,2396,486000000,-1,34000000,181.68,https://www.microstrategy.com/en/careers,-1.0
Micromuse Inc.,Software,,-1,-1,-1,-1,-1,-1.00,https://studentemployment.umich.edu/,-1.0
Microport,Software Development,Private,1985,-1,-1,-1,-1,-1.00,https://careers.microsoft.com/us/en/,-1.0
Microsoft Corporation,"Software development,Computer hardware,Consumer electronics,Social networking service,Cloud computing,Video game industry,Video games,Internet,Corporate venture capital",Public,1975,0,143000000000,53000000000,44300000000,223.29,https://careers.microsoft.com/us/en/,8.52
GE MDS / MDS / Microwave Data Systems,RF Communications,Wireless communications,-1,-1,-1,-1,-1,-1.00,https://www.dlr.de/dlr/jobs/en/,-1.0
"MindFire, Inc","Computer software,Marketing",Private,-1,-1,-1,-1,-1,-1.00,https://www.mindfireinc.com/company/careers,-1.0
MindTouch Responsive,,,-1,-1,-1,-1,-1,-1.00,https://mindtouch.com/about/careers,5.72
Mindbody Inc.,Software as a service,Private,2001,1350,139000000,21300000,-1,-1.00,https://company.mindbodyonline.com/careers,6.28
Mindgrub Technologies,,,2002,-1,-1,-1,-1,-1.00,https://www.mindgrub.com/careers,5.25
"Mirror Worlds Technologies, Inc.",software,,-1,-1,-1,-1,-1,-1.00,https://www.intuit.com/careers/,-1.0
Mitchell 1,Automotive aftermarket,Private,-1,-1,-1,-1,-1,-1.00,https://mitchell1.com/jobs/,-1.0
"Mitchell International, Inc.",Software,Private,-1,1700,-1,-1,-1,-1.00,https://www.mitchell.com/careers,-1.0
