name,type,industry,revenue,hq_location,num_employees,founded,website,student_careers_url,index_name,stock_symbol,stock price
Freefly Systems,,Unmanned Aircraft Systems,-1,,70,-1,,https://freeflysystems.com/careers,Freefly Systems,NA,-1.0
Fungible Inc.,Privately held company,Data Center Technology,-1,,200,2015, www.fungible.com,https://www.fungible.com/careers/,Fungible Inc.,NA,-1.0
"G2 Crowd, Inc.",Private company,"Internet,Research,Business-to-business,Software as a service,SaaS",-1,,360,-1,,https://culture.g2.com/careers,G2 Crowd,NA,-1.0
GE Automation & Controls,Private,Industrial Automation and Controls,-1,,-1,-1,,https://jobs.gecareers.com/global/en,GE Automation & Controls,NA,-1.0
Global a Go-Go,Album,,-1,,-1,-1,,http://www.goinglobal.com/,GO-Global,NA,-1.0
"GSE Systems, Inc.",Public,"Process control,Process Controls,Operator Training Simulator,Educational software,Educational Software",-1,,450,-1,,https://www.gses.com/contact-us/gse-careers/,GSE Systems,GVP,1.0299999713897705
Infor Nexus,Private,"Supply-chain management,Trade Automation Software,Global trade automation,Enterprise software",-1,,-1,-1,,https://www.infor.com/about/careers,GT Nexus,NA,-1.0
GTECH Corp.,Subsidiary,"Lottery,Lotteries,Online gambling",-1,,-1,-1,,https://career.gatech.edu/,GTECH Corporation,NA,-1.0
OpenText GXS,Subsidiary,B2B e-Commerce,480000000,,3000,-1,,https://careers.opentext.com/,GXS Inc.,NA,-1.0
Gadget Flow Inc,C Corp,"Online Retail,Internet Marketing",-1,"Uniondale, New York United States U.S.",-1,2012,https://thegadgetflow.com,https://thegadgetflow.com/apply/,Gadget Flow,NA,-1.0
"ecoATM, LLC",Private,eCommerce,-1,,-1,-1,,https://www.abbott.com/careers/students.html,Gazelle (Internet company),NA,-1.0
"Geeknet, Inc.",Subsidiary,"Online media,Retail",-1,,-1,-1,,https://www.mckinsey.com/careers/students,Geeknet,NA,-1.0
"GenArts, Inc.",Private,Software,-1,,-1,-1,,https://borisfx.com/company/careers/,"GenArts, Inc.",NA,-1.0
"General Software, Inc.",,Computer software,-1,,-1,1989,,https://www.computerscience.org/careers/software-engineer/,General Software,NA,-1.0
Genesys,Private,Customer experience,2000000000,,5935,-1,http://www.genesys.com,https://www.genesys.com/company/careers,Genesys (company),NA,-1.0
"Genuitec, LLC",Private,Computer software,-1,,50,-1,,https://www.genuitec.com/company/careers/,Genuitec,NA,-1.0
GestureTek,,,-1,,-1,1986,[http://gesturetek.com/index.php gesturetek.com],,GestureTek,NA,-1.0
GhostTunes,Private,Music,-1,,-1,2014,,https://www.amazon.jobs/en/business_categories/student-programs,GhostTunes,NA,-1.0
Gigmax,,"data backup,Data Backup,Data Synchronization,File hosting service",-1,,-1,-1,,,Gigmax,NA,-1.0
"Gigya, Inc.",Subsidiary,"Identity management,Customer identity management",-1,,280,-1,,https://www.sap.com/about/careers.html,Gigya,NA,-1.0
Glitch,Private,Software,-1,,32,-1,,https://glitch.com/about,Glitch (company),NA,-1.0
Globalscape,Public,"Managed File Transfer,Information Security,Network Management,SSH File Transfer Protocol,Secure File Transfer",-1,,-1,-1,,https://www.globalscape.com/careers,Globalscape,NA,-1.0
GlobeXplorer,,"Websites,Aerial Photography,Geographic information system,Geographic Information Systems",-1,,-1,-1,,https://www.mckinsey.com/careers/students,GlobeXplorer,NA,-1.0
"Glooko, Inc",Private,Software,-1,,-1,-1,,https://www.glooko.com/careers/,Glooko,NA,-1.0
"Gluster, Inc.",Privately funded,"Software,computer storage",-1,,60,-1,,https://www.mckinsey.com/careers/students,Gluster,NA,-1.0
GoGuardian,,Education Technology,-1,,-1,-1,https://www.goguardian.com,https://www.goguardian.com/careers/,GoGuardian,NA,-1.0
Golden Software LLC,Private company,Scientific Software,-1,,-1,-1,,https://www.goldensoftware.com/about/join-our-team,Golden Software,NA,-1.0
GoldenSource Corporation,Private company,"Enterprise Data Management,Financial Services",-1,,350,-1,www.thegoldensource.com,https://www.thegoldensource.com/company/careers/,GoldenSource,NA,-1.0
Good Technology,Subsidiary,Software,-1,"Sunnyvale, California",-1,1996,[http://www.good.com/ www.good.com],https://www.bestcolleges.com/careers/technology/,Good Technology,NA,-1.0
GoodData,Private ,Computer software,-1,,291,-1,,https://www.gooddata.com/company/careers,GoodData,NA,-1.0
GotoBus,Private,"Travel,Technology",-1,,25,-1,https://www.gotobus.com,https://www.gotobus.com/aboutus/employment/,GotoBus,NA,-1.0
"GovBizConnect, Inc.",Private,Software,-1,,-1,2015,https://govbizconnect.com,https://www.mckinsey.com/careers/students,GovBizConnect,NA,-1.0
Goverlan Reach Remote Support Software,,,-1,,-1,-1,http://goverlan.com/,https://www.goverlan.com/jobs,Goverlan Systems Management,NA,-1.0
"GrabCAD, Inc.",Public,Mechanical Engineering,-1,,81,-1,,https://resources.grabcad.com/jobs/,GrabCAD,A,110.33999633789062
Graham Magnetics,Subsidiary,Magnetic tape,-1,,-1,-1,,http://grahammagnetics.com/,Graham Magnetics,NA,-1.0
"GrammaTech, Inc.",Private,Software Quality,-1,,-1,-1,,https://www.grammatech.com/careers,GrammaTech,NA,-1.0
GraphPad Prism,,,-1,,-1,-1,,https://www.graphpad.com/how-to-buy/student/,GraphPad Software,NA,-1.0
Graphiq,,,-1,,-1,-1,,https://www.learnhowtobecome.org/graphic-designer/,Graphiq,NA,-1.0
Graylog,Private,"Enterprise software,Opensource software",-1,,11,-1,,https://www.graylog.org/careers,Graylog,NA,-1.0
Green Hills Software Inc.,Private,"Embedded system,software tools",-1,,-1,1982,www.ghs.com,https://www.ghs.com/jobs_usa.html,Green Hills Software,NA,-1.0
GreenBytes,Private,"Computer Software,IT Services",-1,,-1,-1,,https://www.mckinsey.com/careers/students,GreenBytes,NA,-1.0
"Greenhouse Software, Inc.",,,-1,New York City,-1,2012,https://www.greenhouse.io,https://www.greenhouse.io/careers,Greenhouse Software,NA,-1.0
"GridApp Systems, Inc.",Private,Computer software,-1,,-1,-1,,https://www.mckinsey.com/careers/students,GridApp Systems,NA,-1.0
GridPoint,,,-1,,-1,-1,,https://www.gridpoint.com/careers/,GridPoint,NA,-1.0
GroupLogic,Private,Computer Software,-1,,40,-1,,,GroupLogic,NA,-1.0
Groxis,,"software,technology",-1,"San Francisco, California United States",-1,2001,,https://www.mckinsey.com/careers/students,Groxis,NA,-1.0
"Guidance Software, Inc.",Subsidiary,Digital Forensics E-Discovery,91900000,,371,-1,,https://www.govtech.com/magazines/gt/Technology-Tools-Navigate-Students-Toward-Careers.html,Guidance Software,NA,-1.0
"Guidance Solutions, Inc.",Private,"Information technology,Internet Services",-1,,-1,-1,,https://medium.com/@ravikumarnama/best-free-career-guidance-websites-for-students-39ccf9f3ac8c,Guidance Solutions,NA,-1.0
"Guidewire Software, Inc.",Public,P&C Insurance Software,-1,,-1,-1,,https://careers.guidewire.com/students-graduates,Guidewire Software,GWRE,104.52999877929688
Gupshup,Private company,Software,-1,,-1,-1,gupshup.io,https://www.gupshupnyc.com/jobs/,Gupshup,NA,-1.0
Gupta Technologies,,software,-1,"Roseville, California Roseville Placer County, California",-1,1984,,https://dornsife.usc.edu/careerpathways/gupta-internship-fund/,Gupta Technologies,NA,-1.0
Gusto,,,-1,,-1,2011,https://gusto.com,https://gusto.com/about/careers,Gusto (company),NA,-1.0
"hCentive, Inc.",Private,Software development,-1,,500,-1,,https://www.zippia.com/hcentive-careers-1398267/,HCentive,NA,-1.0
Micro Focus Enterprise Security,,"Security software,Enterprise Software",-1,,-1,-1,[https://software.microfocus.com/en-us/software/enterprise-security Enterprise Security page ],https://www.hpe.com/us/en/about/jobs/students.html,HP Enterprise Security Products,NA,-1.0
HP Inc.,Public,"Computer hardware,printer,printers",58330000000,,56000,2015,https://www.hp.com,https://jobs.hp.com/en-us/Students-Graduates?prefilters=(%20ShortTextField2%20%3D%20%22Internship%22%20OR%20%20ShortTextField2%20%3D%20%22Graduate%22%20OR%20%20ShortTextField2%20%3D%20%22Apprenticeship%22%20%20)%20,HP Inc.,HPQ,19.1299991607666
"Halcyon Monitoring Solutions, Inc.",Private,"Enterprise Software,IT Services",-1,,-1,-1,,https://www.helpsystems.com/product-lines/halcyon,Halcyon Monitoring Solutions,NA,-1.0
Handmark,Private,Mobile Applications,-1,,100,-1,,https://www.lockheedmartinjobs.com/college-students,Handmark,NA,-1.0
Harman Connected Services,Subsidiary,"Telecommunication,Telecom,Outsourcing",-1,,30000,2001,[https://services.harman.com Harman.com],https://jobs.harman.com/,Harman Connected Services,NA,-1.0
"HashiCorp, Inc.",Private,,-1,,1000,2012,,https://www.hashicorp.com/jobs,HashiCorp,NA,-1.0
Helion Energy Inc.,Private,Nuclear fusion,-1,,-1,-1,http://www.helionenergy.com/,https://www.helionenergy.com/careers/,Helion Energy,NA,-1.0
"Helix Software Company, Inc.",Private company,Software,-1,,-1,-1,,https://helixre.com/careers/,Helix Software Company,NA,-1.0
HelloSociety,,Marketing Communications,-1,,-1,-1,,https://hellosociety.com/,HelloSociety,NA,-1.0
HelloWallet,Private,"Software,Personal finance",-1,,60,-1,,https://www.bnymellon.com/us/en/careers/students.html,HelloWallet,NA,-1.0
Help Scout,Private,"Software,SaaS",-1,,100,2011,[https://www.helpscout.com/ www.helpscout.com],https://www.helpscout.com/company/careers/,Help Scout,NA,-1.0
"HelpSystems, LLC",Private,,-1,,955,-1,,https://www.helpsystems.com/about/careers,HelpSystems,NA,-1.0
Hewlett Packard Enterprise Company,Public,"Financial technology,Computer hardware,Computer software,Cloud computing,Internet of Things,Artificial intelligence,Computer networking",28900000000,,61600,2015,https://www.hpe.com/,https://www.hpe.com/us/en/about/jobs/students.html,Hewlett Packard Enterprise,HPE,9.279999732971191
Hexnode,,"Enterprise mobility management,software",-1,,-1,-1,,https://www.hexnode.com/mobile-device-management/,Hexnode,NA,-1.0
High Fidelity,Private,,-1,,-1,-1,,https://jobs.fidelity.com/page/show/students,High Fidelity (company),NA,-1.0
HyperACCESS,,,-1,,-1,-1,http://www.hilgraeve.com/hyperaccess/,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,Hilgraeve,NA,-1.0
Hillcrest Labs,,technology,-1,"Rockville, Maryland",-1,2001,www.hillcrestlabs.com,https://hillcrestlabs.com/,Hillcrest Labs,NA,-1.0
Hitachi Data Systems,A wholly owned subsidiary of ,"Computer data storage,systems,software,Computer systems,Computer hardware,Computer software,IT consulting,IT services",-1,,6300,-1,,https://www.hitachivantara.com/en-us/company/careers.html,Hitachi Data Systems,NA,-1.0
"HoloBuilder, Inc.",Construction,Construction Technology,-1,,-1,-1,,https://angel.co/company/holobuilder/jobs,Holobuilder,NA,-1.0
"Holosofx, Inc.",Privately held company ('''Acquired by ,,-1,,45,-1,,,Holosofx,NA,-1.0
"Honestech, Inc",,Software,-1,,-1,-1,,https://www.mckinsey.com/careers/students,Honestech,NA,-1.0
Honeywell Intelligrated,Publicly held company,"Material Handling,Logistics Management",-1,,-1,-1,,https://careers.honeywell.com/us/en,Honeywell Intelligrated,NA,-1.0
Hoopla Software,Private Company,Software as a service,-1,,35,2010,,https://www.hoopla.net/careers/,Hoopla Software,NA,-1.0
"Hortonworks, Inc.",Subsidiary,"Software,Computer software",-1,,1110,-1,,https://www.cloudera.com/careers/teams/university-recruiting.html,Hortonworks,NA,-1.0
"Hottrix, LLC",Domestic ,Computer software,-1,,-1,-1,,,Hottrix,NA,-1.0
"HubSpot, Inc.",Public,Software,674900000,,3387,-1,,https://www.hubspot.com/careers/students,HubSpot,HUBS,336.2099914550781
Hubstaff,,Corporate transparency,-1,,-1,2012,https://hubstaff.com,https://hubstaff.com/jobs,Hubstaff,NA,-1.0
Humanyze,C corporation,Internet Software Computer Hardware,-1,,-1,2010,[https://www.humanyze.com/ www.humanyze.com],https://www.humanyze.com/careers/,Humanyze,NA,-1.0
"Hyland Software, Inc.",Private,"Computer software,document management",-1,,3500,-1,,https://www.hyland.com/en/careers,Hyland Software,NA,-1.0
Hyperloop Transportation Technologies,Private,"High-speed transport,Crowdsourcing",-1,,800,-1,,https://virginhyperloop.com/careers,Hyperloop Transportation Technologies,NA,-1.0
I-Logix Inc.,,Software,-1,,133,-1,,https://www.logixbanking.com/careers/,I-Logix,NA,-1.0
"i.TV, LLC",Second screen,,-1,,-1,-1,,https://www.itvjobs.com/,I.TV,NA,-1.0
"I/Gear, Inc.",Private,,-1,,-1,-1,,https://www.indeed.com/cmp/Gear-Up,I/Gear,NA,-1.0
International Business Machines Corporation,Public,"Cloud computing,Artificial intelligence,Computer hardware,Computer software",77140000000,,352600,1911,ibm.com,https://www.ibm.com/us-en/employment/entrylevel/,IBM,IBM,114.7699966430664
IBM Cloud Object Storage,,"object storage,cloud storage",-1,,-1,-1,https://cloud.ibm.com/catalog/services/cloud-object-storage,https://www.ibm.com/cloud/object-storage,IBM Cloud Object Storage,NA,-1.0
"Imaging Business Machines, LLC",private,Computer software,-1,,-1,-1,,https://www.ibm.com/employment/internationalstudents/,IBML,NA,-1.0
"iCIMS, Inc.",Private,Software,-1,,1000,-1,,https://careers.icims.com/,ICIMS,NA,-1.0
iDroid USA,,Smart Phones & Tablets,-1,,-1,2014,www.idroidusa.com,,IDroid USA,NA,-1.0
IGG Software Inc.,,Computer software,-1,,9,-1,,https://www.iggsoftware.com/about.php,IGG Software,NA,-1.0
iModerate,,Research Technologies,-1,,-1,-1,,https://www.imoderate.com/,IModerate,NA,-1.0
ION Geophysical Corporation,Public,Petroleum,-1,,500,-1,,https://www.iongeo.com/careers/,ION Geophysical,IO,1.5
IQMS,Private,"Software,Computer Software",53500000,,312,1989,http://www.iqms.com,https://www.iqms.com/company/careers/software-dev-intern,IQMS,NA,-1.0
iRise,,software,-1,"El Segundo, California",-1,1996,,https://www.iris.edu/hq/employment,IRise,NA,-1.0
ITA Software LLC,Subsidiary,"Software,Travel",-1,,450,-1,,https://www.zippia.com/ita-software-careers-513200/,ITA Software,NA,-1.0
ITerating,,Software,-1,,-1,-1,,https://resources.depaul.edu/career-center/Pages/default.aspx,ITerating,NA,-1.0
iViZ Techno Solutions Pvt. Ltd.,Corporation,"Information technology,Software,Data security,Information Security",-1,,-1,-1,,https://www.dhs.gov/homeland-security-careers/students,IViz Security,NA,-1.0
IZotope,,"Software industry,Semiconductor intellectual property core,SIP licensing",-1,,-1,-1,,https://www.izotope.com/en/company/education/partners.html,IZotope,NA,-1.0
"IceWarp, Inc.",Private,"Computer,Computer software,Information Technology,Communication,Security,Email",-1,,-1,-1,,https://www.icewarp.com/segments/education/,IceWarp,NA,-1.0
IdeaScale,Private,"Innovation Management,Software",-1,,-1,-1,,https://ideascale.com/ideascale-careers/,IdeaScale,NA,-1.0
"Idera, Inc.",,software,-1,"Houston, Texas",-1,2000,,https://www.ideracorp.com/careers,"Idera, Inc.",NA,-1.0
Ignify,,software,-1,"Long Beach, California",-1,1999,,https://www.purdue.edu/studentemployment/,Ignify,NA,-1.0
Ilesfay Technology Group,Private,Enterprise Software,-1,,-1,-1,,https://gust.com/companies/ilesfay,Ilesfay Technology Group,NA,-1.0
ImageSource Inc.,,"Enterprise Content Management,Document Imaging,Document Management,Content Management",-1,,-1,-1,,https://imagesourceinc.com/career/,ImageSource,NA,-1.0
Impelsys,Private,Electronic publishing,-1,,-1,2001,,https://www.impelsys.com/careers/,Impelsys,NA,-1.0
Imperva Inc.,Private,IT security,-1,,1000,-1,,https://www.imperva.com/company/careers/,Imperva,NA,-1.0
"Impinj, Inc.",Public,RFID,-1,,208,-1,,https://www.impinj.com/careers,Impinj,PI,29.110000610351562
Imply,,"Software,Computer software",-1,,-1,-1,,https://imply.io/careers,Imply Corporation,NA,-1.0
inFORM Decisions,,software,-1,"Orange County, California Orange County California",-1,1994,,https://www.k-state.edu/counseling/topics/career/career.html,InFORM Decisions,NA,-1.0
InMarket,Private,AdTech,-1,,100,-1,,https://inmarket.com/careers/,InMarket,NA,-1.0
inXitu,Private,X-ray instrumentation,-1,,-1,2007,,,InXitu,NA,-1.0
Inbenta,AI Chatbots,"Natural language processing,artificial intelligence,Internet,information technology",-1,,-1,-1,,https://www.inbenta.com/en/about-us/careers/,Inbenta,NA,-1.0
Incomit,,telecommunications software,-1,Sweden,-1,2000,,https://thewomensfoundation.org/2010/low-income-students-and-career-choice/,Incomit,NA,-1.0
Lockheed Martin Corporation,Public,"Technology,Advanced Technologies,Information Security,Aerospace manufacturer,Aerospace,Defense,Defense",59810000000,,110000,-1,,https://www.industrialdefender.com/careers/,Industrial Defender,LMT,364.70001220703125
Inedo,LLC,"Information Technology,Computer software",-1,,-1,-1,,https://inedo.com/company/career-culture,Inedo,NA,-1.0
InetSoft Technology Corporation,Privately Owned,Business intelligence tools,-1,,-1,1996,inetsoft.com,https://www.inetsoft.com/company/careers/,InetSoft,NA,-1.0
"InfiniDB, Inc.",,"Enterprise software,Database management,Data warehousing",-1,,-1,-1,,,InfiniDB,NA,-1.0
Infinidat,Private,Data storage,-1,,-1,-1,https://www.infinidat.com/,https://hiring.infinidat.com/,Infinidat,NA,-1.0
InfoSec Institute,,,-1,,-1,1998,,https://www.infosecinstitute.com/career-profiles/,InfoSec Institute,NA,-1.0
"Infogix, Inc.",Private Equity,Information Technology,-1,,455,-1,,https://www.infogix.com/careers/,"Infogix, Inc.",NA,-1.0
Infor,Private,Enterprise software,2800000000,,17000,2002,,https://www.infor.com/about/careers,Infor,NA,-1.0
Informatica,Private,"Software,Software industry",1050000000,,4800,1993,,https://informatica.gr8people.com/,Informatica,NA,-1.0
Information Builders (ibi),Private,"Software,Consultant,consulting",315000000,,1400,-1,,https://www.ibi.com/careers/,Information Builders,NA,-1.0
Ingram Micro Inc.,Private,Information Technology,50800000000,,33000,-1,,https://careers.ingrammicro.com/en/,Ingram Micro,NA,-1.0
Inkling,,Software,-1,,-1,-1,,https://www.inkling.com/careers/,Inkling (company),NA,-1.0
"Inner Four, Inc.",Corporation,Computer software,-1,,-1,-1,,https://careers.insidehighered.com/,Inner Four,NA,-1.0
"IRI, The CoSort Company",Private,"Data processing,Sorting,Data integration,Test data,Data masking,Data conversion",-1,,-1,-1,,https://www.internationalstudent.com/jobsearch/,Innovative Routines International,NA,-1.0
Inovalon,Public,Technology,-1,,2500,-1,,https://www.inovalon.com/careers/,Inovalon,INOV,20.079999923706055
Inphi Corporation,Public,Semiconductors,365000000,,685,2000,inphi.com,https://www.inphi.com/careers/,Inphi Corporation,IPHI,147.9600067138672
