name,industry,type,founded,num_employees,revenue,stock price,student_careers_url
Starwood Capital Group,Private equity,,-1,-1,-1,-1.0,https://www.starwoodpropertytrust.com/careers/
"Genworth Financial, Inc.",Financial services,Public,-1,3500,8430000000,4.25,https://www.genworth.com/about-us/building-careers.html
Genuine Parts Company,,Public,-1,48001,-1,96.22000122070312,https://jobs.genpt.com/students-graduates/
The Goodyear Tire & Rubber Company,Manufacturing,Public,1898,64000,15377000000,9.279999732971191,https://campus.goodyear.com/
"W.W. Grainger, Inc.",Industrial supply distribution,Public,-1,25300,11491000000,378.8399963378906,https://jobs.grainger.com/
Hyatt Hotels and Resorts Corporation,"Hospitality industry,Hospitality",Public,-1,100000,4450000000,5.78000020980835,https://careers.hyatt.com/
Halliburton Company,"Oilfield,services & equipment",Public,-1,0,23995000000,12.569999694824219,https://jobs.halliburton.com/content/students-and-recent-graduates/
"Hasbro, Inc.",Entertainment,Public,-1,5800,4580000000,84.0999984741211,https://jobs.hasbro.com/
"Twitter, Inc.",Internet,,-1,0,3460000000,-1.0,https://careers.twitter.com/en.html
HollyFrontier Corporation,"List of petroleum companies,Oil and Gas",Public,-1,3522,14251000000,18.670000076293945,https://www.hollyfrontier.com/Careers/Career-Profile/
"The Hartford Financial Services Group, Inc.","Insurance,Mutual fund",Public,-1,0,16969999999,39.939998626708984,https://www.thehartford.com/careers
"Henry Schein, Inc.",Health care supplies and services,Public,-1,19000,9980000000,61.56999969482422,https://www.henryschein.com/us-en/corporate/career/default.aspx
"Host Hotels & Resorts, Inc.",Real estate investment trust,Public,1993,175,5469000000,10.930000305175781,https://www.hosthotels.com/careers/careers
The Hershey Company,Food processing,Public,1894,16140,8000000000,144.60000610351562,https://www.thehersheycompany.com/en_us/careers.html
Huntsman,,,-1,-1,-1,-1.0,https://www.huntsman.com/careers
"Old Dominion Freight Line, Inc.",Transportation,Public,-1,21279,2990000000,206.1699981689453,https://www.odfl.com/Careers/careerLanding.faces
IAC,Media,Public,-1,9269,3140000000,130.47000122070312,https://www.iac.com/careers/overview
Regions Financial Corporation,Financial services,Public,-1,19969,6762000000,13.680000305175781,https://www.regions.com/about-regions/careers
Interactive Brokers LLC,Financial services,Public,-1,0,1901000000,26.549999237060547,https://www.interactivebrokers.com/en/index.php?f=27520
"Tenneco, Inc.","List of auto parts,Auto part",Public,-1,78000,-1,110.33999633789062,https://jobs.tenneco.com/creative/studentsgrads
"Intercontinental Exchange, Inc.","Service,Business services,Financial services,Financial market,Financial Markets,Technology",Public,-1,5989,6551000000,100.95999908447266,https://www.intercontinentalexchange.com/careers
"Medical Properties Trust, Inc.",,Public,-1,86,854200000,18.780000686645508,https://medicalpropertiestrust.com/careers/
"Voya Financial, Inc.",Financial services,Public,-1,6300,8618000000,50.84000015258789,https://corporate.voya.com/careers
"Illumina, Inc.",Biotechnology,Public,-1,7300,3330000000,311.7200012207031,https://www.illumina.com/company/careers.html
StoneX Group Inc.,Financial services,Public,1924,3700,975800000,110.33999633789062,http://www.intlfcstone.com/careers/
"The Interpublic Group of Companies, Inc.",Advertising agency,Public,-1,54000,9710000000,19.530000686645508,https://www.interpublic.com/our-values/people/
"IQVIA Holdings, Inc.","Contract Research Organization,Pharmaceutical company,Pharmaceutical,Service,Consultant,Consulting",Public,-1,670000,111088000000,171.7100067138672,https://jobs.iqvia.com/
"Verisign, Inc.","Internet,Telecommunication,Communications",Public,-1,1019,1170000000,208.32000732421875,https://www.verisign.com/en_US/company-information/verisign-careers/index.xhtml
"Intuitive Surgical, Inc.",Medical Appliances & Equipment,Public,-1,5527,3724200000,728.280029296875,https://www.intuitive.com/en-us/about-us/careers
"Marriott International, Inc.","Hospitality industry,Hospitality",Public,-1,174000,20970000000,100.91000366210938,https://university.marriott.com/
Illinois Tool Works Inc.,Manufacturing,Public,-1,45000,-1,208.8800048828125,https://careers.itw.com/
Jabil Inc.,Electronics Manufacturing Services,Public,-1,200000,19100000000,35.790000915527344,https://www.jabil.com/about-us/careers.html
JetBlue Airways,,,1998,22000,7658000000,-1.0,https://careers.jetblue.com/
Johnson & Johnson,"Pharmaceutical industry,Pharmaceutical,Medical devices,Consumer products,Consumer healthcare",Public,1886,0,100000000000,139.75999450683594,https://www.careers.jnj.com/students
Jefferies Financial Group Inc.,"Conglomerate,Conglomerate",Public,-1,12700,11436000000,21.329999923706055,https://jefferies.com/Careers/Investment-Banking-Internships/2cr/1257
"Raymond James Financial, Inc.","Investment,Investment services",Public,-1,18910,7990000000,79.63999938964844,https://www.raymondjames.com/careers
Jones Lang LaSalle Incorporated,Real estate,Public,-1,93000,17900000000,119.83999633789062,https://www.us.jll.com/en/careers/early-careers
Navient Corporation,Financial services,Public,-1,6700,5180000000,22.940000534057617,https://jobs.navient.com/
"Nordstrom, Inc.",Retail,Public,-1,74000,15861000000,12.670000076293945,https://careers.nordstrom.com/
Keurig Dr Pepper Inc.,"Drink industry,Beverage",Public,1981,25500,-1,28.799999237060547,https://careers.keurigdrpepper.com/page/university
"Keysight Technologies, Inc.",,Public,-1,14000,4300000000,111.12999725341797,https://jobs.keysight.com/
The Kraft Heinz Company,Food processing,Public,2015,38757,24970000000,31.700000762939453,http://www.kraftheinzcompany.com/careers.html
Kimberly-Clark Corporation,Personal care,Public,-1,40000,18400000000,134.32000732421875,https://www.careersatkc.com/en/na/our-careers/students-and-recent-grads
"NIKE, Inc.","Clothing industry,Apparel,Fashion accessory,Accessories,Sports equipment",Public,1964,0,37401000000,110.33999633789062,https://jobs.nike.com/internships
Kohl's Corporation,Retail,Public,-1,85000,20229000000,21.65999984741211,https://careers.kohls.com/internships
Textron Inc.,"Aerospace industry,Automotive industry,Defence industry",Public,1923,35000,13423000000,38.77000045776367,https://www.textron.com/Careers/Students-And-Recent-Graduates
"Liberty Global plcLiberty Global, Inc.Liberty Global B.V.","Telecommunication,Mass media",Public,-1,20600,11540000000,110.33999633789062,http://libertybroadband.com/
"L3Harris Technologies, Inc.","Aerospace,defense,defense",Public,-1,50000,17000000000,181.0399932861328,https://www.l3harris.com/careers
"Xilinx, Inc.",Integrated circuit,Public,-1,4891,3160000000,129.92999267578125,https://careers.xilinx.com/pages/students
LKQ Corporation,Auto parts,Public,-1,51000,-1,34.84000015258789,https://www.lkqcorp.com/careers/
"Mid-America Apartment Communities, Inc.",Real estate investment trust,Public,-1,2476,1641000000,124.02999877929688,https://www.maac.com/careers/
Lockheed Martin Corporation,"Technology,Advanced Technologies,Information Security,Aerospace manufacturer,Aerospace,Defense,Defense",Public,-1,110000,59810000000,364.70001220703125,https://www.lockheedmartinjobs.com/college-students
Alliant Energy Corporation,utilities,Public,-1,3989,3665000000,40.04999923706055,https://www.alliantenergy.com/Careers/CareersAtAlliantEnergy
Las Vegas Sands Corporation,"Hospitality,Tourism",Public,-1,51500,13700000000,5.869999885559082,https://careers.sands.com/
"Lamb Weston Holdings, Inc.",Food processing,Public,-1,0,3423700000,67.76000213623047,https://www.lambweston.com/careers.html
"Live Nation Entertainment, Inc.","Show business,Entertainment",Public,-1,10500,11548000000,56.43000030517578,https://www.livenationentertainment.com/careers/
Mastercard Incorporated,Financial services,Public,-1,18600,16879999999,316.5299987792969,https://www.mastercard.us/en-us/vision/who-we-are/careers.html
Microchip Technology Incorporated,Semiconductors,Public,-1,18286,5350000000,118.37999725341797,https://careers.microchip.com/
McKesson Corporation,Healthcare,Public,-1,80000,214319000000,170.9499969482422,https://www.mckesson.com/Careers/Student-Opportunities/
Maureen McCormick,,,-1,-1,-1,-1.0,https://www.mccormickcorporation.com/en/careers
MarketAxess Holdings Inc.,Financial Services,Public,2000,527,-1,581.1699829101562,https://www.marketaxess.com/careers
Martin Marietta Inc.,Construction Materials,Public,-1,8714,4200000000,57.34000015258789,https://jobs.jobvite.com/martinmarietta
"Marsh & McLennan Companies, Inc.","Insurance broker,s}},Professional services",Public,-1,76000,14020000000,108.4000015258789,https://careers.mmc.com/
Federal Home Loan Mortgage Corporation (Freddie Mac),Financial services,Government-sponsored enterprise,-1,6642,15385000000,-1.0,https://careers.freddiemac.com/
3M Company,"Conglomerate,Conglomerate",Public,-1,96163,32765000000,163.1999969482422,https://www.3m.com/3M/en_US/careers-us/
"Altria Group, Inc.","Tobacco industry,Tobacco",Public,-1,8300,25364000000,37.310001373291016,https://www.altria.com/en/people-and-careers/student-internships
Molina Healthcare Inc.,Healthcare,,1980,0,19883000000,-1.0,https://careers.molinahealthcare.com/
Marathon Oil Corporation,Petroleum industry,Public,-1,2300,5063000000,4.289999961853027,https://www.marathonoil.com/careers/
"Match Group, Inc.",Online dating service,Public,-1,1700,2051000000,134.97000122070312,https://jobs.lever.co/matchgroup?department=Tinder
Mettler-Toledo International Inc.,Scientific instrument,Public,-1,14200,2936000000,1103.739990234375,https://www.mt.com/us/en/home/site_content/hr/careers.html
Murphy USA,,Public,2013,-1,-1,128.0500030517578,https://jobs.murphyusa.com/
"Annaly Capital Management, Inc.",Real estate investment trust,Public,-1,-1,-1,7.389999866485596,https://www.annaly.com/careers
"Maxim Integrated Products, Inc.",Semiconductors,Public,-1,7131,2311000000,77.88999938964844,https://www.maximintegrated.com/en/aboutus/careers.html
Valero Energy Corporation,"List of oil exploration and production companies,Oil and gas",Public,-1,10015,117033000000,39.529998779296875,https://www.valero.com/en-us/Careers/UniversityRecruiting
"NextEra Energy, Inc.","Electric power industry,Energy development,Renewable energy",Public,-1,0,19200000000,74.75,http://www.nexteraenergy.com/careers/college.shtml
Targa Resources,,,-1,2130,-1,-1.0,https://www.targaresources.com/careers/careers-overview
PACCAR Inc,"Automotive industry,Automotive",Public,-1,27000,25600000000,90.61000061035156,https://www.paccar.com/careers
Northrop Grumman Corporation,"Arms industry,Defense industry",Public,1994,90000,30100000000,307.3999938964844,https://www.northropgrumman.com/careers/students-and-entry-level-careers-start-a-career-of-purpose/
"NRG Energy, Inc.","Electric Utility,Electric utilities",Public,-1,4862,14674000000,32.119998931884766,https://careers.nrgenergy.com/search/
Norfolk Southern,,,-1,-1,-1,-1.0,https://jobs.nscorp.com/
Newell Brands Inc.,"Final good,Consumer goods",Public,-1,49000,14740000000,19.559999465942383,https://careers.newellbrands.com/us/en
Omnicom Group Inc.,"Advertising agency,Advertising,public relations",Public,-1,79500,15290000000,49.31999969482422,https://omnicomhealthgroup.com/careers/
"OneMain Holdings, Inc.","Consumer finance,Financial services,Insurance",Public,1912,0,36581000000000000,37.58000183105469,https://jobs.onemainfinancial.com/
Public Storage,"Real estate investment trust,self storage",Public,-1,5500,2560000000,230.66000366210938,https://www.publicstoragejobs.com/
"O’Reilly Automotive, Inc.",Retail,Public,-1,82484,10150000000,450.1099853515625,https://corporate.oreillyauto.com/onlineapplication/careerpage
"The TJX Companies, Inc.",Retail,Public,1987,270000,38937000000,54.61000061035156,https://www.tjx.com/careers/students-and-graduates
Ovintiv Inc.,"Petroleum industry,Oil and gas",Public,-1,2571,6726000000,9.510000228881836,https://www.ovintiv.com/why-work-at-ovintiv/
Occidental Petroleum Corporation,"Petroleum industry,Petrochemical industry",Public,-1,14400,21232000000,10.470000267028809,http://www.oxy.com/Careers/Pages/default.aspx
"Penske Automotive Group, Inc.","Automotive industry,Automotive",Public,-1,-1,22800000000,55.97999954223633,https://www.penske.com/careers/
"PayPal Holdings, Inc.",Financial services,,1999,21800,17772000000,-1.0,https://www.paypal.com/us/webapps/mpp/jobs
"Palo Alto Networks, Inc.","Network security,computer security,Cybersecurity,Cloud Computing",Public,-1,0,2270000000,244.22000122070312,https://jobs.paloaltonetworks.com/
W. P. Carey Inc.,Real estate investment trust,Public,-1,204,1232000000,65.8499984741211,https://wpcarey.asu.edu/about-w-p-carey/job-openings
"Paychex, Inc.","Business Process Outsourcing,Human Capital Management",Public,-1,14300,3380000000,86.5999984741211,https://www.paychex.com/careers
"People's United Financial, Inc.",Financial services,Public,-1,5188,-1,11.010000228881836,https://www.peoples.com/careers
PBF Energy Inc.,Petroleum industry,Public,2008,3442,-1,5.320000171661377,https://www.pbfenergy.com/
"PepsiCo, Inc.","Drink industry,Beverages,Food processing",Public,-1,267000,67160000000,138.0500030517578,https://www.pepsicojobs.com/main/student
WestRock Company,Corrugated packaging,Public,2015,44800,14860000000,39.22999954223633,https://www.westrock.com/careers
The Procter & Gamble Company,"Fast-moving consumer goods,Consumer goods",Public,1837,0,70950000000,142.3800048828125,https://www.pgcareers.com/
Parker-Hannifin Corporation,Manufacturing,Public,-1,0,14300000000,237.97999572753906,https://www.parker.com/portal/site/PARKER/menuitem.e631b67dc0285c0566b049e1237ad1ca/?vgnextoid=243880961f66e010VgnVCM1000000308a8c0RCRD&vgnextfmt=EN
"PulteGroup, Inc.",Home construction,Public,-1,5086,9983000000,46.02000045776367,https://www.pultegroupinc.com/home/default.aspx
"Prologis, Inc.",Real estate investment trust,Public,-1,1712,3330000000,105.87999725341797,https://www.prologis.com/careers
Philip Morris International Inc.,"Tobacco industry,Tobacco",Public,-1,77400,79820000000,70.9000015258789,https://www.pmi.com/careers/explore-our-job-opportunities
"Ulta Beauty, Inc.",,Public,-1,24200,4855000000,214.25999450683594,https://careers.ulta.com/careers/
"Qurate Retail, Inc.","Broadcasting,Media,holding company",Public,-1,28255,10219000000,8.109999656677246,https://careers.qurateretailgroup.com/hsn/
Royal Caribbean Group,Hospitality,Public,-1,77000,9490000000,35.34000015258789,https://jobs.rclcareers.com/
"Reinsurance Group of America, Incorporated (RGA)",Reinsurance,Public,-1,2640,14300000000,106.30999755859375,https://rgare.com/careers/interns-and-graduates
Weyerhaeuser Company,Real estate investment trust,Public,-1,0,7200000000,28.799999237060547,https://www.weyerhaeuser.com/careers/
Zebra Technologies Corporation,Computer hardware,Public,-1,7400,4218000000,340.1199951171875,https://www.zebra.com/us/en/about-zebra/careers.html
Ralph Lauren,,,-1,-1,-1,-1.0,https://www.careers.ralphlauren.com/
"RingCentral, Inc.",Cloud computing,Public,-1,2363,902800000,110.33999633789062,https://www.ringcentral.com/company/careers/internship-program.html
